#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRhop;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
CaseCollapseSand2d;c5bovyua-DualSPHysics5-NNewtonian v1.005 (v5.0.164) (21-11-2020);16-06-2023 23:15:54;9590;362.981201;181.485748;363.061279;1892500;4284528;20693;;2.000053;201;0;9590;1425;Gpu_0="NVIDIA GeForce GTX 1650";CellsFull - Pos-Cell - Single-Gpu - BsForcesBound=128 (98 regs) - BsForcesFluid=128 (162 regs);CaseCollapseSand2d - 2D - DBC - Verlet - (40) - CubicSpline - Visco_Constitutive equations(0.1b1) - DDT3(0.1) - RhopOut(1000-3150);878;878;0.030000;0.042426;0;0;0.031832;2.916079;0.134170;91.194275;1.774058;1.511129;0.020537;1.635712;251.380859;0.000000;1.966986;0.000000;0.000000;0.000000;0.000000;0.230724;0.000205;0.000000;0.000000;0.000000
